rank,tier,score,id,domain,topic,dimension,viewpoint,inspect_signals,executive_failure,probe_method
534,P3,85.22,D20-T03-V1,カスタマーサポート・サービス運用,Resolution Time,結果・状態の説明責任,Resolution Timeについて、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,優先度・カテゴリ別解決時間,長期滞留が更新阻害要因になる,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
535,P3,85.215,D01-T10-V2,事業成果・売上成長,成長投資の限界効率,構造・因果の説明責任,成長投資の限界効率の良化・悪化を生んだ要因を分解し、一過性要因、外部要因、自社施策、顧客Mixを区別して再現性を説明できること。,追加投資1単位当たりの増分ARR・粗利,投資を増やしても成長率が改善しない,時系列、セグメント、コホート、施策前後、反対事例を突き合わせ、因果説明の弱点や都合のよい集計を狙って問いを生成する。
536,P3,85.215,D23-T10-V2,予算・財務計画・投資管理,Variance Root Cause,構造・因果の説明責任,Variance Root Causeの良化・悪化を生んだ要因を分解し、一過性要因、外部要因、自社施策、顧客Mixを区別して再現性を説明できること。,予実差の価格・数量・Mix・時期要因,差異説明が結果報告だけで終わる,時系列、セグメント、コホート、施策前後、反対事例を突き合わせ、因果説明の弱点や都合のよい集計を狙って問いを生成する。
537,P3,85.205,D03-T04-V1,収益性・ユニットエコノミクス,LTV/CAC,結果・状態の説明責任,LTV/CACについて、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,セグメント別LTV/CACと前提,過大な継続率前提で投資判断を誤る,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
538,P3,85.175,D03-T06-V1,収益性・ユニットエコノミクス,サポートCOGS,結果・状態の説明責任,サポートCOGSについて、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,顧客・プラン別サポート工数と原価,安価プランほどサポート赤字になる,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
539,P3,85.16,D03-T07-V1,収益性・ユニットエコノミクス,値引き漏れ,結果・状態の説明責任,値引き漏れについて、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,List priceと実売単価、値引き承認率,値引きが恒常化し価格体系が崩れる,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
540,P3,85.16,D20-T07-V1,カスタマーサポート・サービス運用,Support Cost to Serve,結果・状態の説明責任,Support Cost to Serveについて、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,顧客・プラン別サポート原価,特定顧客の要求で利益が消える,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
541,P3,85.115,D03-T10-V1,収益性・ユニットエコノミクス,原価インフレ耐性,結果・状態の説明責任,原価インフレ耐性について、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,クラウド・AI・外部API単価上昇時の粗利感応度,外部原価上昇を価格へ転嫁できない,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
542,P3,85.115,D11-T10-V1,信頼性・SRE・BCP,障害コミュニケーション,結果・状態の説明責任,障害コミュニケーションについて、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,初報・更新・事後報告の速度と正確性,技術復旧後も顧客信用が悪化する,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
543,P3,84.95,D08-T01-V4,顧客価値・利用・UX,Activation,意思決定・オーナー責任,Activationに関する未解決判断について、Decision Owner、期限、判断基準、見直し・撤退条件を明確にし、先送りによる損失を管理できること。,契約後に価値体験へ到達する率・時間,契約しても使い始められない,議論が分析止まりになっていないかを確認し、決める人、決める期限、選択肢、判断基準、先送りコストの欠落を問う。
544,P3,84.95,D17-T01-V4,アーキテクチャ・技術負債・プラットフォーム,スケーラビリティ限界,意思決定・オーナー責任,スケーラビリティ限界に関する未解決判断について、Decision Owner、期限、判断基準、見直し・撤退条件を明確にし、先送りによる損失を管理できること。,主要コンポーネントの限界値と次の打ち手,成長後に急な全面改修が必要になる,議論が分析止まりになっていないかを確認し、決める人、決める期限、選択肢、判断基準、先送りコストの欠落を問う。
545,P3,84.935,D23-T02-V4,予算・財務計画・投資管理,Rolling Forecast,意思決定・オーナー責任,Rolling Forecastに関する未解決判断について、Decision Owner、期限、判断基準、見直し・撤退条件を明確にし、先送りによる損失を管理できること。,最新見通しと当初計画の差・更新頻度,古い予算を前提に意思決定する,議論が分析止まりになっていないかを確認し、決める人、決める期限、選択肢、判断基準、先送りコストの欠落を問う。
